,,,,,,
47.15.134.0,47.15.134.255,47.15.0.0,Jio,IN,405,840
2601:446:4200::,2601:446:4200:ffff:ffff:ffff:ffff:ffff,2601:446:4000::,T-Mobile,US,310,53
2804:14d:90a8::,2804:14d:90a8:ffff:ffff:ffff:ffff:ffff,2804:14d:8000::,Claro,BR,724,5
130.180.165.0,130.180.168.255,130.180.0.0,Syrian%20Telecom,SY,417,9
166.173.188.0,166.173.247.255,166.173.0.0,AT&T Mobility,US,310,410
27.56.221.0,27.56.224.255,27.56.0.0,AirTel,IN,404,2
2405:204:210::,2405:204:210:ffff:ffff:ffff:ffff:ffff,2405:204::,Jio,IN,405,840
172.58.106.0,172.58.106.255,172.58.0.0,Metro by T-Mobile,US,311,660
102.147.242.0,102.147.242.255,102.147.0.0,MTN,ZM,645,2
5.246.86.0,5.246.86.255,5.246.0.0,Mobily,SA,420,3
2607:fb90:62a2::,2607:fb90:62a2:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
2401:4900:32ad::,2401:4900:32ad:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
196.102.161.0,196.102.161.255,196.102.0.0,Safaricom,KE,639,1
191.71.0.0,191.71.255.255,191.71.0.0,Claro,CO,732,101
94.47.247.0,94.47.247.255,94.47.0.0,Syriatel,SY,417,1
151.254.127.0,151.254.127.255,151.254.0.0,Al Jawal (STC ),SA,420,1
197.183.206.0,197.183.207.255,197.183.0.0,Safaricom,KE,639,1
5.244.51.0,5.244.55.255,5.244.0.0,Mobily,SA,420,3
160.170.136.0,160.170.145.255,160.170.0.0,IAM,MA,604,1
31.218.156.0,31.218.180.255,31.218.0.0,Etisalat,AE,424,2
2409:4072:6317::,2409:4072:6319:ffff:ffff:ffff:ffff:ffff,2409:4072:4000::,Jio,IN,405,840
90.253.119.0,90.253.119.255,90.253.0.0,Vodafone UK,GB,234,7
109.146.80.0,109.146.80.255,109.146.0.0,BT,GB,234,76
196.106.189.0,196.106.191.255,196.106.0.0,Safaricom,KE,639,2
2409:4021:2eb7::,2409:4021:2eb7:ffff:ffff:ffff:ffff:ffff,2409:4021::,Jio,IN,405,840
171.225.250.0,171.225.250.255,171.225.0.0,MobiFone,VN,452,1
202.93.153.0,202.93.153.255,202.93.0.0,"Smart Axiata Co.,Ltd",KH,456,2
171.48.70.0,171.48.70.255,171.48.0.0,Bharti Airtel,IN,470,7
105.128.92.0,105.128.92.255,105.128.0.0,IAM,MA,604,1
2409:4055:2e9d::,2409:4055:2e9e:ffff:ffff:ffff:ffff:ffff,2409:4055::,Jio,IN,405,840
62.19.224.0,62.19.225.255,62.19.0.0,Telecom Italia Mobile,IT,220,1
2401:4900:2081::,2401:4900:2081:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
177.73.99.0,177.73.100.255,177.73.0.0,TIM,BR,724,2
105.34.214.0,105.34.255.255,105.34.0.0,Orange,EG,602,1
178.52.203.0,178.52.204.255,178.52.0.0,Syrian%20Telecom,SY,417,9
102.244.88.0,102.244.88.255,102.244.0.0,Orange,CM,624,2
181.108.49.0,181.108.50.255,181.108.0.0,Personal,AR,722,34
2409:4050:d9c::,2409:4050:d9c:ffff:ffff:ffff:ffff:ffff,2409:4050::,Jio,IN,405,840
5.169.110.0,5.169.110.255,5.169.0.0,TIM,IT,222,1
2401:4900:16dd::,2401:4900:16dd:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
157.32.91.0,157.32.91.255,157.32.0.0,Jio,IN,405,840
2a01:cb06:688::,2a01:cb06:688:ffff:ffff:ffff:ffff:ffff,2a01:cb06::,Orange,FR,208,1
2409:4032:6c98::,2409:4032:6c99:ffff:ffff:ffff:ffff:ffff,2409:4032:4000::,Jio,IN,405,840
81.136.166.0,81.136.166.255,81.136.0.0,BT,GB,234,76
2603:7000:6303::,2603:7000:6303:ffff:ffff:ffff:ffff:ffff,2603:7000:4000::,T-Mobile,US,310,53
2600:380:b826::,2600:380:b826:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
117.20.41.0,117.20.41.255,117.20.0.0,Telkomsel,ID,510,10
2a00:23c8:4200::,2a00:23c8:4200:ffff:ffff:ffff:ffff:ffff,2a00:23c8:4000::,BT,GB,234,76
102.169.93.0,102.169.95.255,102.169.0.0,OOREDOO TN,TN,605,3
182.1.33.0,182.1.37.255,182.1.0.0,Telkomsel,ID,510,10
86.181.208.0,86.181.208.255,86.181.0.0,BT,GB,234,76
2804:d4b:976f::,2804:d4b:976f:ffff:ffff:ffff:ffff:ffff,2804:d4b:8000::,Claro,BR,724,5
2a00:1fa1:860f::,2a00:1fa1:860f:ffff:ffff:ffff:ffff:ffff,2a00:1fa1:8000::,MTS,RU,250,1
2a00:23c5:811b::,2a00:23c5:811b:ffff:ffff:ffff:ffff:ffff,2a00:23c5:8000::,BT,GB,234,76
2603:9008:1e04::,2603:9008:1e04:ffff:ffff:ffff:ffff:ffff,2603:9008::,Spectrum,US,312,500
158.148.143.0,158.148.143.255,158.148.0.0,Telecom Italia Mobile,IT,220,1
178.100.173.0,178.100.182.255,178.100.0.0,T-Mobile UK,GB,234,30
223.188.0.0,223.188.15.255,223.188.0.0,AirTel,IN,404,70
112.78.84.0,112.78.85.255,112.78.0.0,T Star,TW,466,89
2607:fb90:1d00::,2607:fb90:1d00:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,53
196.91.231.0,196.91.231.255,196.91.0.0,IAM,MA,604,1
2409:4064:9::,2409:4064:9:ffff:ffff:ffff:ffff:ffff,2409:4064::,Jio,IN,405,840
2a00:23c6:f42b::,2a00:23c6:f42b:ffff:ffff:ffff:ffff:ffff,2a00:23c6:c000::,BT,GB,234,76
2607:fb90:723a::,2607:fb90:723b:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
2607:fb90:5090::,2607:fb90:509e:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
157.32.123.0,157.32.123.255,157.32.0.0,Jio,IN,405,840
146.251.6.0,146.251.6.255,146.251.0.0,Mobily,SA,420,3
129.45.49.0,129.45.50.255,129.45.0.0,Optimum-Telecom-Algeria,DZ,603,2
105.53.126.0,105.53.127.255,105.53.0.0,Safaricom,KE,639,2
2409:4064:58d::,2409:4064:58d:ffff:ffff:ffff:ffff:ffff,2409:4064::,Jio,IN,405,840
115.80.0.0,115.80.255.255,115.80.0.0,Taiwan Mobile,TW,466,97
1.150.0.0,1.150.255.255,1.150.0.0,Telstra,AU,505,1
2409:4055:4ebc::,2409:4055:4ebd:ffff:ffff:ffff:ffff:ffff,2409:4055:4000::,Jio,IN,405,840
93.169.121.0,93.169.122.255,93.169.0.0,SaudiNet,SA,420,1
196.109.221.0,196.109.222.255,196.109.0.0,Safaricom,KE,639,2
2a00:1fa2:c223::,2a00:1fa2:c223:ffff:ffff:ffff:ffff:ffff,2a00:1fa2:c000::,MTS,RU,250,1
105.135.141.0,105.135.181.255,105.135.0.0,IAM,MA,604,1
176.215.230.0,176.215.230.255,176.215.0.0,Tele2,RU,250,20
2600:380:5fec::,2600:380:5fec:ffff:ffff:ffff:ffff:ffff,2600:380:4000::,AT&T,US,310,16
2405:3800:905::,2405:3800:905:ffff:ffff:ffff:ffff:ffff,2405:3800::,U Mobile,MY,502,18
188.170.193.0,188.170.193.255,188.170.0.0,MegaFon,RU,250,2
154.159.207.0,154.159.207.255,154.159.0.0,Safaricom,KE,639,1
2409:4071:238b::,2409:4071:238d:ffff:ffff:ffff:ffff:ffff,2409:4071::,Jio,IN,405,840
174.204.148.0,174.204.148.255,174.204.0.0,Verizon,US,311,480
37.39.9.0,37.39.16.255,37.39.0.0,zain KW,KW,419,2
37.166.240.0,37.166.255.255,37.166.0.0,Free,FR,208,15
